name,surname,birth_date,height,role
Pascal,Groß,15/06/1991,181 cm,MF
Pascal,Struijk,11/08/1999,190 cm,DF
Pascal,Zuberbühler,08/01/1971,197 cm,GK
Papy,Djilobodji,01/12/1988,193 cm,DF
Paris,Simmons,02/01/1990,???,FW
Patrice,Evra,15/05/1981,174 cm,DF
Patrice,Luzi,08/07/1980,192 cm,GK
Pascal,Chimbonda,21/02/1979,182 cm,DF
Patrick,Bamford,05/09/1993,185 cm,FW
Patrick,Colleter,06/11/1965,178 cm,DF
Patrick,Cregg,21/02/1986,175 cm,MF
Patrick,Foletti,27/05/1974,187 cm,GK
Patrick,Kelly,26/04/1978,183 cm,DF
Patrick,Kluivert,01/07/1976,188 cm,FW
Patrick,M'Boma,15/11/1970,185 cm,FW
Patrick,Roberts,05/02/1997,167 cm,MF
Patrick,Valéry,03/07/1969,177 cm,DF
Patrick,van Aanholt,29/08/1990,176 cm,DF
Patrick,Vieira,23/06/1976,193 cm,MF
Pat,McGibbon,06/09/1973,188 cm,DF
Patrik,Gunnarsson,15/11/2000,190 cm,GK
Patrice,Carteron,30/07/1970,182 cm,DF
Patrick,Agyemang,29/09/1980,186 cm,FW
Patrik,Berger,10/11/1973,185 cm,MF
Patrizio,Billio,19/04/1974,173 cm,MF
Paul,Anderson,23/07/1988,175 cm,MF
Paul,Bagshaw,29/05/1979,170 cm,FW
Paul,Barrett,13/04/1978,175 cm,MF
Paul,Beesley,21/07/1965,186 cm,DF
Paul,Bernard,30/12/1972,181 cm,MF
Paul,Bodin,13/09/1964,183 cm,MF
Paul,Boertien,20/01/1979,178 cm,DF
Paul,Bosvelt,26/03/1970,183 cm,MF
Paul,Bracewell,19/07/1962,173 cm,MF
Paul,Brayson,16/09/1977,163 cm,FW
Paul,Brooker,25/11/1976,173 cm,MF
Paul,Browne,17/02/1975,185 cm,DF
Paul,Butler,02/11/1972,188 cm,DF
Paul,Cook,22/02/1967,180 cm,MF
Paul,Dalglish,18/02/1977,183 cm,FW
Paul,Davis,09/12/1961,178 cm,MF
Paul,Devlin,14/04/1972,172 cm,MF
Paul,Dickov,01/11/1972,171 cm,FW
Paul,Downing,26/10/1991,188 cm,DF
Paul,Dummett,26/09/1991,183 cm,DF
Paul,Elliott,18/03/1964,191 cm,DF
Paul,Furlong,01/10/1968,183 cm,FW
Paul,Gallagher,08/09/1984,185 cm,FW
Paul,Gascoigne,27/05/1967,178 cm,MF
Paul,Gerrard,22/01/1973,188 cm,GK
Paul,Glatzel,20/02/2001,171 cm,FW
Paul,Goddard,12/10/1959,???,FW
Paul,Hall,03/07/1972,175 cm,FW
Paul,Harford,21/10/1974,193 cm,MF
Paul,Harrison,18/12/1984,183 cm,GK
Paul,Heald,20/09/1968,188 cm,GK
Paul,Holmes,18/02/1968,178 cm,DF
Paul,Hughes,19/04/1976,183 cm,MF
Paul,Huntington,17/09/1987,191 cm,DF
Paul,Ince,21/10/1967,178 cm,MF
Paul,Jones,18/04/1967,191 cm,GK
Paul,Keegan,05/07/1984,180 cm,MF
Paul,Kitson,09/01/1971,180 cm,FW
Paul,Knight,16/10/1980,180 cm,FW
Paul,Konchesky,15/05/1981,178 cm,DF
Paul,Mahorn,13/08/1973,???,FW
Paul,Mason,03/09/1963,175 cm,MF
Paul,McDonald,20/04/1968,168 cm,MF
Paul,McGrath,04/12/1959,185 cm,DF
Paul,McGregor,17/12/1974,178 cm,FW
Paul,McShane,06/01/1986,183 cm,DF
Paul,McVeigh,06/12/1977,168 cm,FW
Paul,Merson,20/03/1968,183 cm,FW
Paul,Miller,31/01/1968,183 cm,MF
Paul,Mitchell,20/10/1971,???,MF
Paul,Moran,22/05/1968,???,FW
Paul,Mortimer,08/05/1968,180 cm,MF
Paul,Murphy,28/03/1985,???,GK
Paul,Murray,31/08/1976,173 cm,MF
Paul,Okon,05/04/1972,177 cm,MF
Paul,Parker,04/04/1964,170 cm,DF
Paul,Pettinger,01/10/1975,183 cm,GK
Paul,Pogba,15/03/1993,191 cm,MF
Paul,Rachubka,21/05/1981,186 cm,GK
Paul,Rickers,09/05/1975,178 cm,MF
Paul,Rideout,14/08/1964,180 cm,FW
Paul,Ritchie,21/08/1975,180 cm,DF
Paul,Robinson,14/12/1978,175 cm,DF
Paul,Robinson,15/10/1979,193 cm,GK
Paul,Robinson,20/11/1978,180 cm,FW
Paul,Robson,04/08/1983,176 cm,DF
Paul,Rogers,21/03/1965,183 cm,MF
Paul,Scharner,11/03/1980,191 cm,DF
Paul,Scholes,16/11/1974,170 cm,MF
Paul,Shaw,04/09/1973,185 cm,MF
Paul,Sheerin,28/08/1974,177 cm,MF
Paul,Shepherd,17/11/1977,183 cm,FW
Paul,Simpson,26/07/1966,170 cm,MF
Paul,Smith,17/12/1979,193 cm,GK
Paul,Smith,25/01/1976,180 cm,MF
Paul,Stalteri,18/10/1977,181 cm,MF
Paul,Stewart,07/10/1964,180 cm,MF
Paul,Teather,26/12/1977,180 cm,MF
Paul,Telfer,21/10/1971,175 cm,MF
Paul,Thirlwell,13/02/1979,180 cm,MF
Paul,Tierney,15/09/1982,178 cm,MF
Paul,Tisdale,14/01/1973,175 cm,MF
Paul,Trollope,03/06/1972,184 cm,MF
Paul,Walsh,01/10/1962,170 cm,MF
Paul,Warhurst,26/09/1969,186 cm,MF
Paul,Wilkinson,30/10/1964,186 cm,FW
Paul,Williams,11/09/1969,170 cm,DF
Paul,Williams,26/03/1971,183 cm,DF
Patson,Daka,09/10/1998,185 cm,FW
Paulinho,,25/12/1997,176 cm,MF
Pau,López,13/12/1994,189 cm,GK
Paulo,Ferreira,18/01/1979,182 cm,DF
Paulo,Gazzaniga,02/01/1992,195 cm,GK
Paulo,Wanchope,31/07/1976,191 cm,FW
Paul,Allen,28/08/1962,???,MF
Pavel,Srníček,10/03/1968,188 cm,GK
Paulinho,,25/07/1988,181 cm,MF
Pedro,Chirivella,23/05/1997,178 cm,MF
Pedro,Gonçalves,28/06/1998,173 cm,MF
Pedro,Mendes,26/02/1979,177 cm,MF
Pedro,Neto,09/03/2000,172 cm,FW
Pedro,Obiang,27/03/1992,185 cm,MF
Pedro,Porro,13/09/1999,176 cm,DF
Paulo,da Silva,01/02/1980,180 cm,DF
Pavel,Pogrebnyak,08/11/1983,188 cm,FW
Pelé,,14/09/1987,187 cm,MF
Pedro,,28/07/1987,167 cm,FW
Pegguy,Arphexad,18/05/1973,188 cm,GK
Per,Mertesacker,29/09/1984,198 cm,DF
Per,Pedersen,30/03/1969,186 cm,FW
Pelé,,02/05/1978,186 cm,MF
Pepe,Reina,31/08/1982,188 cm,GK
Peter,Beagrie,28/11/1965,173 cm,MF
Peter,Beardsley,18/01/1961,173 cm,FW
Peter,Butler,27/08/1966,175 cm,MF
Peter,Canero,10/01/1981,175 cm,DF
Peter,Clarke,03/01/1982,188 cm,DF
Peter,Crouch,30/01/1981,202 cm,FW
Peter,Degn,06/04/1977,178 cm,MF
Peter,Enckelman,10/03/1977,189 cm,GK
Peter,Etebo,09/11/1995,174 cm,MF
Peter,Fear,10/09/1973,178 cm,MF
Peter,Gilbert,31/07/1983,175 cm,DF
Peter,Gwargis,04/09/2000,181 cm,FW
Peter,Hartley,03/04/1988,184 cm,DF
Peter,Hawkins,18/09/1978,183 cm,DF
Peter,Holcroft,03/01/1976,173 cm,MF
Peter,Kennedy,10/09/1973,178 cm,MF
Peter,Løvenkrands,29/01/1980,181 cm,FW
Peter,Markstedt,11/01/1972,190 cm,FW
Peter,Moore,13/09/1988,???,MF
Peter,Morrison,29/06/1980,180 cm,MF
Peter,Ndlovu,25/02/1973,173 cm,FW
Peter,Odemwingie,15/07/1981,182 cm,FW
Peter,Ramage,22/11/1983,185 cm,DF
Peter,Schmeichel,18/11/1963,196 cm,GK
Peter,Shilton,18/09/1949,183 cm,GK
Peter,Shirtliff,06/04/1961,183 cm,DF
Peter,Till,07/09/1985,180 cm,MF
Peter,Whiston,04/01/1968,185 cm,DF
Peter,Whittingham,08/09/1984,177 cm,MF
Per,Frandsen,06/02/1970,178 cm,MF
Percy,Tau,13/05/1994,175 cm,FW
Peter,Atherton,06/04/1970,178 cm,DF
Petr,Čech,20/05/1982,196 cm,GK
Phil,Babb,30/11/1970,182 cm,DF
Phil,Bardsley,28/06/1985,180 cm,DF
Phil,Charnock,14/02/1975,178 cm,MF
Phil,Edwards,08/11/1985,173 cm,DF
Phil,Foden,28/05/2000,171 cm,MF
Phil,Gee,19/12/1964,178 cm,FW
Phil,Gilchrist,25/08/1973,183 cm,DF
Phil,Ifil,18/11/1986,176 cm,DF
Phil,Jagielka,17/08/1982,180 cm,DF
Phil,Jevons,01/08/1979,178 cm,FW
Phil,Jones,21/02/1992,185 cm,DF
Phil,King,28/12/1967,172 cm,DF
Phil,Marsh,15/11/1986,183 cm,FW
Phil,Masinga,28/06/1969,187 cm,FW
Phil,Mulryne,01/01/1978,175 cm,MF
Phil,Neville,21/01/1977,180 cm,DF
Phil,O'Donnell,25/03/1972,178 cm,MF
Phil,Ofosu-Ayeh,15/09/1991,182 cm,DF
Phil,Whelan,07/08/1972,193 cm,DF
Phil,Younghusband,04/08/1987,180 cm,FW
Petri,Pasanen,24/09/1980,187 cm,DF
Philip,Heise,20/06/1991,184 cm,DF
Philip,Morgan,18/12/1974,186 cm,GK
Philip,Stamp,12/12/1975,175 cm,MF
Petter,Rudi,17/09/1973,191 cm,MF
Philipp,Wollscheid,06/03/1989,194 cm,DF
Phil,Airey,19/01/1991,181 cm,FW
Philippe,Christanval,31/08/1978,185 cm,DF
Philippe,Clement,22/03/1974,191 cm,DF
Philippe,Sandler,10/02/1997,190 cm,DF
Philippe,Senderos,14/02/1985,190 cm,DF
Philip,Billing,11/06/1996,193 cm,MF
Phillip,Warner,02/02/1979,178 cm,DF
Philipp,Degen,15/02/1983,188 cm,DF
Pierluigi,Gollini,18/03/1995,188 cm,GK
Philippe,Albert,10/08/1967,190 cm,DF
Pierre,Issa,11/09/1975,195 cm,DF
Pierre,Laurent,13/12/1970,173 cm,FW
Pierre,Lees-Melou,25/05/1993,186 cm,MF
Pierre,van Hooijdonk,29/11/1969,193 cm,FW
Pierre,Womé,26/03/1979,178 cm,DF
Phillip,Scott,14/11/1974,???,MF
Pierluigi,Casiraghi,04/03/1969,182 cm,FW
Pierre,Ducrocq,18/12/1976,180 cm,DF
Pierre-Emerick,Aubameyang,18/06/1989,187 cm,FW
Pierre-Emile,Højbjerg,05/08/1995,185 cm,MF
Pierre-Yves,André,14/05/1974,185 cm,FW
Piotr,Świerczewski,08/04/1972,181 cm,MF
Pontus,Jansson,13/02/1991,194 cm,DF
Pontus,Kåmark,05/04/1969,177 cm,DF
Piqué,,02/02/1987,194 cm,DF
Piscu,,25/02/1987,184 cm,DF
Pontus,Dahlberg,21/01/1999,194 cm,GK
Porfirio,,28/09/1973,170 cm,FW
Przemysław,Płacheta,23/03/1998,178 cm,FW
Pozuelo,,20/09/1991,172 cm,MF
Preki,Radosavljevic,24/06/1963,175 cm,FW
Przemysław,Kazimierczak,22/02/1988,191 cm,GK
Quade,Taylor,11/12/1993,???,DF
Quincy,Owusu-Abeyie,15/04/1986,180 cm,FW
Quinton,Fortune,21/05/1977,180 cm,MF
Rémi,Garde,03/04/1966,175 cm,MF
Raúl,Jiménez,05/05/1991,188 cm,FW
Raúl,Meireles,17/03/1983,179 cm,MF
Rémy,Cabella,08/03/1990,171 cm,MF
Rachid,Ghezzal,09/05/1992,182 cm,FW
Róbert,Mak,08/03/1991,179 cm,FW
Raúl,Bravo,14/04/1981,181 cm,DF
Rachid,Bouaouzan,20/02/1984,175 cm,FW
Radamel,Falcao,10/02/1986,177 cm,FW
Rade,Prica,30/06/1980,185 cm,FW
Radek,Černý,18/02/1974,190 cm,GK
Radhi,Jaïdi,30/08/1975,192 cm,DF
Radosav,Petrović,08/03/1989,193 cm,MF
Radoslav,Kováč,27/11/1979,189 cm,DF
Rafael,Camacho,22/05/2000,175 cm,MF
Rafael,Schmitz,17/12/1980,182 cm,DF
Rafael,van der Vaart,11/02/1983,176 cm,MF
Radostin,Kishishev,30/07/1974,183 cm,DF
Rae,Ingram,06/12/1974,180 cm,DF
Rafael,,09/07/1990,172 cm,DF
Rafik,Halliche,02/09/1986,187 cm,DF
Raheem,Sterling,08/12/1994,170 cm,FW
Ragnar,Klavan,30/10/1985,187 cm,DF
Ragnvald,Soma,10/11/1979,189 cm,DF
Raheem,Hanley,24/02/1994,175 cm,MF
Raimond,van der Gouw,24/03/1963,190 cm,GK
Rajiv,van La Parra,04/06/1991,181 cm,MF
Ralf,Keidel,06/03/1977,180 cm,MF
Ramadan,Sobhi,23/01/1997,183 cm,MF
Rami,Shaaban,30/06/1975,193 cm,GK
Ramires,,24/03/1987,180 cm,MF
Rúben,Neves,13/03/1997,180 cm,MF
Rúben,Vinagre,09/04/1999,174 cm,DF
Ramiro,Funes Mori,05/03/1991,186 cm,DF
Ramon,Vega,14/06/1971,191 cm,DF
Rúben,Dias,14/05/1997,187 cm,DF
Rúrik,Gíslason,25/02/1988,184 cm,MF
Raphaël,Varane,25/04/1993,191 cm,DF
Raphael,Spiegel,19/12/1992,197 cm,GK
Raphinha,,14/12/1996,175 cm,MF
Ray,Kelly,29/12/1976,180 cm,FW
Ray,Parlour,07/03/1973,178 cm,MF
Ray,Wallace,02/10/1969,168 cm,DF
Ray,Wilkins,14/09/1956,173 cm,MF
Ray,Woods,07/06/1965,???,MF
Rati,Aleksidze,03/08/1978,186 cm,MF
Ravel,Morrison,02/02/1993,175 cm,MF
Ray,Houghton,09/01/1962,170 cm,MF
Rayan,Aït Nouri,06/06/2001,179 cm,DF
Reece,Grego-Cox,12/11/1996,170 cm,MF
Reece,Hall-Johnson,09/05/1995,173 cm,MF
Reece,Hannam,11/09/2000,169 cm,DF
Reece,James,08/12/1999,180 cm,DF
Reece,Oxford,16/12/1998,190 cm,DF
Reece,Wabara,28/12/1991,183 cm,DF
Reece,Welch,19/09/2003,197 cm,DF
Rayhaan,Tulloch,20/01/2001,175 cm,MF
Reda,Khadra,04/07/2001,175 cm,FW
Regan,Slater,10/09/1999,173 cm,MF
Reece,Burke,02/09/1996,189 cm,DF
Rees,Greenwood,20/01/1996,173 cm,FW
Regan,Poole,18/06/1998,184 cm,DF
Regi,Blinker,04/06/1969,173 cm,MF
Reguilón,,16/12/1996,178 cm,DF
Reiss,Nelson,10/12/1999,175 cm,FW
Rekeem,Harper,08/03/2000,183 cm,MF
Remi,Matthews,10/02/1994,192 cm,GK
Remie,Streete,02/11/1994,186 cm,DF
Renat,Dadashov,17/05/1999,186 cm,FW
Renato,Sanches,18/08/1997,176 cm,MF
Rene,Gilmartin,31/05/1987,197 cm,GK
Reto,Ziegler,16/01/1986,183 cm,MF
Reyes,,01/09/1983,176 cm,FW
Rhys,Healey,06/12/1994,180 cm,FW
Rhys,Taylor,07/04/1990,185 cm,GK
Rhys,Weston,27/10/1980,182 cm,DF
Rhys,Williams,03/02/2001,196 cm,DF
Rhys,Williams,14/07/1988,187 cm,DF
Rhys,Wilmot,21/02/1962,186 cm,GK
Rhian,Brewster,01/04/2000,180 cm,FW
Rhoys,Wiggins,04/11/1987,173 cm,DF
Ricardo,Álvarez,12/04/1988,188 cm,MF
Ricardo,Batista,19/11/1986,193 cm,GK
Ricardo,Carvalho,18/05/1978,183 cm,DF
Ricardo,Fuller,31/10/1979,191 cm,FW
Ricardo,Gardner,25/09/1978,176 cm,MF
Ricardo,Pereira,06/10/1993,175 cm,DF
Ricardo,Quaresma,26/09/1983,175 cm,FW
Ricardo,Rocha,03/10/1978,183 cm,DF
Ricardo,Vaz Tê,01/10/1986,188 cm,FW
Rhys,Bennett,01/09/1991,191 cm,DF
Riccardo,Scimeca,13/06/1975,183 cm,DF
Ricardinho,,23/05/1976,176 cm,MF
Ricardo,,30/12/1971,188 cm,GK
Richard,Chaplow,02/02/1985,182 cm,MF
Richard,Clark,06/04/1977,180 cm,GK
Richard,Cooper,27/09/1979,175 cm,DF
Richard,Cresswell,20/09/1977,183 cm,FW
Richard,Dryden,14/06/1969,183 cm,DF
Richard,Duffy,30/08/1985,178 cm,DF
Richard,Dunne,21/09/1979,188 cm,DF
Richard,Eckersley,12/03/1989,176 cm,DF
Richard,Edghill,23/09/1974,175 cm,DF
Richard,García,04/09/1981,180 cm,FW
Richard,Gough,05/04/1962,183 cm,DF
Richard,Graham,28/11/1974,188 cm,DF
Richard,Hall,14/03/1972,188 cm,DF
Richard,Hughes,25/06/1979,183 cm,MF
Richard,Irving,10/09/1975,???,FW
Richard,Jackson,18/04/1980,173 cm,DF
Richard,Jobson,09/05/1963,186 cm,DF
Richard,Johnson,27/04/1974,180 cm,MF
Richard,Kingson,13/06/1978,191 cm,GK
Richard,Lee,05/10/1982,183 cm,GK
Richard,Logan,04/01/1982,186 cm,FW
Richard,McKinney,18/05/1979,188 cm,GK
Richard,Nartey,06/09/1998,185 cm,DF
Richard,Naylor,28/02/1977,186 cm,DF
Richard,Offiong,17/12/1983,180 cm,FW
Richard,Ord,03/03/1970,188 cm,DF
Richard,Rufus,12/01/1975,185 cm,DF
Richard,Shaw,11/09/1968,175 cm,DF
Richard,Smith,03/10/1970,183 cm,DF
Richard,Stearman,19/08/1987,191 cm,DF
Richard,Walker,08/11/1977,183 cm,FW
Richard,Witschge,20/09/1969,182 cm,MF
Richard,Wright,05/11/1977,189 cm,GK
Riccardo,Calder,26/01/1996,183 cm,MF
Richairo,Živković,05/09/1996,187 cm,FW
Richie,Partridge,12/09/1980,172 cm,MF
Richie,Ryan,06/01/1985,178 cm,MF
Richard,Brown,13/01/1967,178 cm,DF
Richarlison,,10/05/1997,184 cm,FW
Richie,Barker,30/05/1975,183 cm,FW
Ricky,Shakes,25/01/1985,178 cm,MF
Ricky,van Wolfswinkel,27/01/1989,186 cm,FW
Rick,Holden,09/09/1964,180 cm,FW
Rico,Richards,27/09/2003,182 cm,FW
Rickie,Lambert,16/02/1982,188 cm,FW
Ricky,Newman,05/08/1970,178 cm,DF
Rico,Henry,08/07/1997,170 cm,DF
Riga,Mustapha,10/10/1981,178 cm,FW
Ritchie,Humphreys,30/11/1977,178 cm,MF
Ritchie,Jones,26/09/1986,183 cm,MF
Rigobert,Song,01/07/1976,177 cm,DF
Riyad,Mahrez,21/02/1991,179 cm,MF
Rio,Ferdinand,07/11/1978,189 cm,DF
Rob,Burch,08/10/1983,188 cm,GK
Rob,Davies,24/03/1987,175 cm,MF
Rob,Edwards,25/12/1982,185 cm,DF
Rob,Elliot,30/04/1986,190 cm,GK
Rob,Holding,20/09/1995,189 cm,DF
Rob,Hulse,25/10/1979,186 cm,FW
Rob,Kiernan,13/01/1991,186 cm,DF
Rob,Kozluk,05/08/1977,173 cm,DF
Rob,Lainton,12/10/1989,193 cm,GK
Rob,Lee,01/02/1966,178 cm,MF
Rob,Newman,13/12/1963,188 cm,DF
Rob,Quinn,08/11/1976,183 cm,MF
Ritchie,De Laet,28/11/1988,186 cm,DF
Robbie,Brady,14/01/1992,176 cm,DF
Robbie,Brady,14/01/1992,176 cm,MF
Robbie,Earle,27/01/1965,178 cm,MF
Robbie,Elliott,25/12/1973,179 cm,DF
Robbie,Fowler,09/04/1975,180 cm,FW
Robbie,Keane,08/07/1980,175 cm,FW
Robbie,Mustoe,28/08/1968,178 cm,MF
Robbie,Savage,18/10/1974,183 cm,MF
Robbie,Simpson,03/03/1976,178 cm,FW
Robbie,Slater,22/11/1964,???,MF
Robbie,Stockdale,30/11/1979,180 cm,DF
Riyad,Mahrez,21/02/1991,179 cm,FW
Robert,Earnshaw,06/04/1981,173 cm,FW
Robert,Fleck,11/08/1965,170 cm,FW
Robert,Garrett,05/05/1988,185 cm,MF
Robert,Green,18/01/1980,191 cm,GK
Robert,Huth,18/08/1984,191 cm,DF
Robert,Jones,05/11/1971,173 cm,DF
Robert,Koren,20/09/1980,175 cm,MF
Robert,Milsom,02/01/1987,178 cm,DF
Robert,Molenaar,27/02/1969,188 cm,DF
Robert,Olejnik,26/11/1986,188 cm,GK
Robert,Page,03/09/1974,183 cm,DF
Robert,Pirés,29/10/1973,185 cm,MF
Robert,Rosario,04/03/1966,191 cm,FW
Robert,Sánchez,18/11/1997,197 cm,GK
Robert,Sissons,29/09/1988,???,DF
Robert,Snodgrass,07/09/1987,182 cm,FW
Robert,Snodgrass,07/09/1987,182 cm,MF
Robert,Street,26/09/2001,186 cm,FW
Robert,Ullathorne,11/10/1971,173 cm,DF
Robert,Warzycha,20/08/1963,175 cm,MF
Robert,Watkins,14/10/1985,???,DF
Robert,Wolleaston,21/12/1979,180 cm,MF
Rob,Bowman,21/11/1975,???,DF
Roberto,Di Matteo,29/05/1970,178 cm,MF
Roberto,Firmino,02/10/1991,181 cm,FW
Roberto,Pereyra,07/01/1991,182 cm,MF
Robbie,Blake,04/03/1976,175 cm,FW
Robin,Koch,17/07/1996,191 cm,DF
Robin,Olsen,08/01/1990,196 cm,GK
Robin,Shroot,26/03/1988,175 cm,MF
Robin,van der Laan,05/09/1968,180 cm,MF
Robin,van Persie,06/08/1983,183 cm,FW
Robert,Betts,21/12/1981,178 cm,MF
Roberto,,10/02/1986,192 cm,GK
Robin,Hulbert,14/03/1980,175 cm,MF
Robinho,,25/01/1984,172 cm,FW
Rodrigo,Beckham,08/07/1976,174 cm,FW
Rodrigo,Possebon,13/02/1989,185 cm,MF
Rodney,Wallace,02/10/1969,172 cm,FW
Roger,Johnson,28/04/1983,191 cm,DF
Roger,Joseph,24/12/1965,???,DF
Roger,Nilsen,08/08/1969,180 cm,DF
Roger,Palmer,30/01/1959,178 cm,FW
Rodri,,22/06/1996,191 cm,MF
Rodrigo,,06/03/1991,182 cm,FW
Roland,Nilsson,27/11/1963,179 cm,DF
Roger,Espinoza,25/10/1986,178 cm,MF
Rolando,Aarons,16/11/1995,178 cm,MF
Rohan,Ricketts,22/12/1982,183 cm,MF
Roland,Lamah,31/12/1987,180 cm,MF
Rolando,Aarons,16/11/1995,178 cm,FW
role,,,,
Romain,Perraud,22/09/1997,173 cm,DF
Romain,Saïss,26/03/1990,188 cm,DF
Román,Golobart,21/03/1992,193 cm,DF
Romaine,Sawyers,02/11/1991,175 cm,MF
Roméo,Lavia,06/01/2004,181 cm,DF
Roman,Pavlyuchenko,15/12/1981,188 cm,FW
Romain,Amalfitano,27/08/1989,175 cm,MF
Romaine,Mundle,24/04/2003,177 cm,MF
Roman,Bednář,26/03/1983,190 cm,FW
Ron,Willems,20/09/1966,183 cm,FW
Romaric,Yapi,13/07/2000,178 cm,DF
Romelu,Lukaku,13/05/1993,192 cm,FW
Ronnie,O'Brien,05/01/1979,178 cm,MF
Ronnie,Stam,18/06/1984,175 cm,DF
Ronnie,Wallwork,10/09/1977,178 cm,MF
Ronnie,Whelan,25/09/1961,175 cm,MF
Ron,Vlaar,16/02/1985,189 cm,DF
Ronny,Rosenthal,11/10/1963,180 cm,FW
Ronald,Zubar,20/09/1985,186 cm,DF
Ronnie,Ekelund,21/08/1972,178 cm,MF
Ronny,Johnsen,10/06/1969,190 cm,DF
Ron-Robert,Zieler,12/02/1989,188 cm,GK
Rory,Delap,06/07/1976,183 cm,MF
Rory,Donnelly,18/02/1992,188 cm,FW
Rory,Ginty,23/01/1977,175 cm,MF
Rory,Watson,05/02/1996,190 cm,GK
Rony,Lopes,28/12/1995,174 cm,MF
Roque,Santa Cruz,16/08/1981,193 cm,FW
Ross,Davidson,13/11/1973,178 cm,DF
Ross,Fitzsimons,28/05/1994,185 cm,GK
Ross,Flitney,01/06/1984,191 cm,GK
Ross,MacLaren,14/04/1962,???,DF
Ross,Turnbull,04/01/1985,193 cm,GK
Ross,Wallace,23/05/1985,168 cm,MF
Rory,Allen,17/10/1977,180 cm,FW
Roy,Keane,10/08/1971,180 cm,MF
Roy,O’Donovan,10/08/1985,179 cm,MF
Roy,Wegerle,19/03/1964,181 cm,FW
Ro-Shaun,Williams,03/09/1998,188 cm,DF
Ross,Barkley,05/12/1993,185 cm,MF
Roy,Carroll,30/09/1977,188 cm,GK
Royston,Drenthe,08/04/1987,172 cm,MF
Rubén,Rochina,23/03/1991,182 cm,FW
Ruben,Loftus-Cheek,23/01/1996,191 cm,MF
Rudolphe,Douala,25/09/1978,176 cm,FW
Rudy,Gestede,10/10/1988,193 cm,FW
Ruel,Fox,14/01/1968,168 cm,FW
Rufus,Brevett,24/09/1969,173 cm,DF
Rui,Patrício,15/02/1988,190 cm,GK
Russell,Griffiths,13/04/1996,188 cm,GK
Russell,Hoult,22/11/1972,193 cm,GK
Russell,Martin,04/01/1986,183 cm,DF
Russell,Watkinson,03/12/1977,183 cm,MF
Runar,Normann,01/03/1978,175 cm,DF
Ruud,Gullit,01/09/1962,191 cm,MF
Ruud,van Nistelrooy,01/07/1976,188 cm,FW
Rushian,Hepburn-Murphy,28/08/1998,187 cm,FW
Ryan,Ashford,13/10/1981,180 cm,MF
Ryan,Astley,04/10/2001,183 cm,DF
Ryan,Babel,19/12/1986,185 cm,FW
Ryan,Bennett,06/03/1990,188 cm,DF
Ryan,Bertrand,05/08/1989,179 cm,DF
Ryan,Blair,23/02/1996,178 cm,MF
Ryan,Donaldson,01/05/1991,175 cm,FW
Ryan,Donk,30/03/1986,192 cm,DF
Ryan,Edwards,17/11/1993,175 cm,MF
Ryan,Finnigan,23/09/2003,172 cm,MF
Ryan,Ford,03/09/1978,175 cm,MF
Ryan,France,13/12/1980,180 cm,MF
Ryan,Fraser,24/02/1994,163 cm,FW
Ryan,Fredericks,10/10/1992,181 cm,DF
Ryan,Fredericks,10/10/1992,181 cm,MF
Ryan,Garry,29/09/1983,183 cm,DF
Ryan,Giggs,29/11/1973,180 cm,MF
Ryan,Giles,26/01/2000,179 cm,MF
Ryan,Huddart,06/03/1997,196 cm,GK
Ryan,Inniss,05/06/1995,196 cm,DF
Ryan,Jarvis,11/07/1986,185 cm,FW
Ryan,Jones,23/07/1973,???,MF
Ryan,Kent,11/11/1996,176 cm,MF
Ryan,Ledson,19/08/1997,178 cm,MF
Ryan,Mason,13/06/1991,175 cm,MF
Ryan,McGivern,08/01/1990,188 cm,DF
Ryan,McGuffie,22/07/1980,188 cm,DF
Ryan,McLaughlin,30/09/1994,183 cm,DF
Ryan,Nelsen,18/10/1977,188 cm,DF
Ryan,Noble,06/11/1991,183 cm,FW
Ryan,Robinson,13/10/1982,188 cm,GK
Ryan,Schofield,11/12/1999,190 cm,GK
Ryan,Seager,05/02/1996,176 cm,FW
Ryan,Sessegnon,18/05/2000,178 cm,FW
Ryan,Shawcross,04/10/1987,191 cm,DF
Ryan,Shotton,30/10/1988,191 cm,DF
Ryan,Smith,10/11/1986,178 cm,MF
Ryan,Taylor,19/08/1984,173 cm,DF
Ryan,Tunnicliffe,30/12/1992,183 cm,MF
Ryan,Watson,07/07/1993,185 cm,MF
Russell,Anderson,25/10/1978,180 cm,DF
Ruud,Boffin,05/11/1987,196 cm,GK
Ryan,Allsop,17/06/1992,189 cm,GK
Ryo,Miyaichi,14/12/1992,183 cm,FW
Sébastien,Haller,22/06/1994,190 cm,FW
Sébastien,Pocognoli,01/08/1987,181 cm,DF
Sébastien,Puygrenier,28/01/1982,186 cm,DF
Sébastien,Squillaci,11/08/1980,183 cm,DF
Ryotaro,Meshino,18/06/1998,171 cm,MF
Séamus,Coleman,11/10/1988,177 cm,DF
Sébastien,Bassong,09/07/1986,187 cm,DF
Sékou,Berthé,07/10/1977,193 cm,DF
Sérgio,Leite,16/08/1979,183 cm,GK
Saša,Ilić,18/07/1972,193 cm,GK
Saïd,Benrahma,10/08/1995,172 cm,FW
Saúl,,21/11/1994,184 cm,MF
Sadio,Mané,10/04/1992,174 cm,FW
Sagi,Burton,25/11/1977,188 cm,DF
